order_item_id,order_id,order_date,order_status,payment_method,shipping_method,promo_code,customer_id,customer_name,gender,age_group,loyalty_tier,store_id,store_name,city,state,region,latitude,longitude,product_id,product_name,brand,category,subcategory,quantity,unit_price,discount_pct,sales,cost,profit,returned,return_date
3853,1818,2024-06-29,Completed,Net Banking,Standard,NONE,553,Krishna Nair,Female,25-34,Standard,13,Mumbai Bandra,Mumbai,Maharashtra,West,19.0596,72.8295,28,Decora Dining Chair 4,Decora,Home,Furniture,1,294.45,0.1,265.0,197.25,67.75,False,
3854,1819,2025-11-04,Completed,Net Banking,Store Pickup,NONE,153,Sahil Reddy,Male,25-34,Silver,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,7,NovaTech Ultrabook 1,NovaTech,Technology,Laptops,2,12312.37,0.15,20931.03,13233.36,7697.67,False,
3855,1820,2025-09-25,Completed,UPI,Express,CLEARANCE15,381,Ira Malhotra,Male,45-54,Standard,8,Kochi Lulu Mall,Kochi,Kerala,South,10.0261,76.3125,57,LuxeLook Moisturizer 3,LuxeLook,Beauty,Skincare,2,1218.72,0.2,1949.95,1805.24,144.71,False,
3856,1821,2024-12-21,Completed,Wallet,Standard,NONE,587,Riya Reddy,Female,18-24,Silver,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,7,NovaTech Ultrabook 1,NovaTech,Technology,Laptops,1,12759.97,0.1,11483.97,6616.68,4867.29,False,
3857,1822,2024-03-03,Completed,Debit Card,Express,NONE,193,Aadhya Iyer,Male,18-24,Silver,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,71,FitMax Yoga Mat 5,FitMax,Sports,Fitness,4,3331.71,0.2,10661.47,10513.48,147.99,False,
3858,1823,2025-04-19,Completed,Wallet,Store Pickup,WELCOME5,628,Ravi Yadav,Male,25-34,Gold,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,13,ByteWave USB-C Hub 1,ByteWave,Technology,Accessories,2,953.55,0.1,1716.39,1324.16,392.23,False,
3859,1823,2025-04-19,Completed,Wallet,Store Pickup,WELCOME5,628,Ravi Yadav,Male,25-34,Gold,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,16,ByteWave Wireless Earbuds 4,ByteWave,Technology,Accessories,2,7668.75,0.3,10736.25,9604.4,1131.85,False,
3860,1824,2024-09-03,Completed,Cash on Delivery,Standard,WELCOME5,300,Krishna Kapoor,Female,18-24,Standard,6,Chennai T Nagar,Chennai,Tamil Nadu,South,13.0418,80.2341,1,NovaTech Smartphone 1,NovaTech,Technology,Phones,1,5027.74,0.1,4524.97,2766.78,1758.19,False,
3861,1824,2024-09-03,Completed,Cash on Delivery,Standard,WELCOME5,300,Krishna Kapoor,Female,18-24,Standard,6,Chennai T Nagar,Chennai,Tamil Nadu,South,13.0418,80.2341,1,NovaTech Smartphone 1,NovaTech,Technology,Phones,2,4829.32,0.15000000000000002,8209.84,5533.56,2676.28,False,
3862,1824,2024-09-03,Completed,Cash on Delivery,Standard,WELCOME5,300,Krishna Kapoor,Female,18-24,Standard,6,Chennai T Nagar,Chennai,Tamil Nadu,South,13.0418,80.2341,73,FitMax Tent 1,FitMax,Sports,Outdoor,2,913.04,0.2,1460.86,1347.96,112.9,False,
3863,1824,2024-09-03,Completed,Cash on Delivery,Standard,WELCOME5,300,Krishna Kapoor,Female,18-24,Standard,6,Chennai T Nagar,Chennai,Tamil Nadu,South,13.0418,80.2341,37,Aurelia Polo Shirt 1,Aurelia,Fashion,Menswear,1,412.43,0.2,329.94,294.42,35.52,False,
3864,1825,2024-02-29,Completed,Net Banking,Store Pickup,NONE,568,Sai Iyer,Male,35-44,Silver,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,4,Orbit 5G Phone 4,Orbit,Technology,Phones,1,32676.11,0.05,31042.3,21204.35,9837.95,False,
3865,1825,2024-02-29,Completed,Net Banking,Store Pickup,NONE,568,Sai Iyer,Male,35-44,Silver,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,25,CasaCraft Bookshelf 1,CasaCraft,Home,Furniture,1,7212.72,0.2,5770.18,3691.6,2078.58,False,
3866,1826,2024-05-01,Completed,Debit Card,Express,NONE,52,Vikram Malhotra,Male,35-44,Platinum,16,Surat VR Mall,Surat,Gujarat,West,21.1702,72.8311,62,GlowUp Foundation 2,GlowUp,Beauty,Makeup,1,393.03,0.05,373.38,225.63,147.75,False,
3867,1827,2024-01-25,Completed,Cash on Delivery,Express,NONE,185,Anaya Agarwal,Male,25-34,Standard,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,57,LuxeLook Moisturizer 3,LuxeLook,Beauty,Skincare,1,1252.83,0,1252.83,902.62,350.21,False,
3868,1827,2024-01-25,Completed,Cash on Delivery,Express,NONE,185,Anaya Agarwal,Male,25-34,Standard,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,18,ApexDigital Smart Watch 6,ApexDigital,Technology,Accessories,3,1445.6,0,4336.8,2515.92,1820.88,False,
3869,1827,2024-01-25,Completed,Cash on Delivery,Express,NONE,185,Anaya Agarwal,Male,25-34,Standard,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,8,Orbit Business Laptop 2,Orbit,Technology,Laptops,1,742.81,0,742.81,558.44,184.37,False,
3870,1828,2025-04-30,Completed,Debit Card,Standard,LOYALTY20,449,Anjali Joshi,Female,25-34,Standard,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,16,ByteWave Wireless Earbuds 4,ByteWave,Technology,Accessories,1,7968.7,0.2,6374.96,4802.2,1572.76,False,
3871,1828,2025-04-30,Completed,Debit Card,Standard,LOYALTY20,449,Anjali Joshi,Female,25-34,Standard,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,12,ZenMobile Student Laptop 6,ZenMobile,Technology,Laptops,1,7456.82,0.05,7083.98,4229.84,2854.14,False,
3872,1828,2025-04-30,Completed,Debit Card,Standard,LOYALTY20,449,Anjali Joshi,Female,25-34,Standard,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,3,NovaTech Smartphone 3,NovaTech,Technology,Phones,3,2488.59,0.25,5599.33,4121.85,1477.48,False,
3873,1829,2025-01-17,Completed,Cash on Delivery,Standard,NONE,43,Sneha Gupta,Male,45-54,Silver,8,Kochi Lulu Mall,Kochi,Kerala,South,10.0261,76.3125,20,Decora Electric Kettle 2,Decora,Home,Kitchen,1,4050.65,0.1,3645.59,2182.64,1462.95,False,
3874,1830,2025-08-20,Completed,Net Banking,Store Pickup,NONE,576,Anika Joshi,Female,25-34,Platinum,19,Nagpur Civil Lines,Nagpur,Maharashtra,Central,21.1458,79.0882,73,FitMax Tent 1,FitMax,Sports,Outdoor,3,849.05,0.1,2292.43,2021.94,270.49,False,
3875,1831,2024-02-22,Completed,UPI,Express,NONE,50,Ayaan Reddy,Female,55+,Standard,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,39,ModeX Denim Jeans 3,ModeX,Fashion,Menswear,2,2832.92,0.15,4815.96,4562.4,253.56,False,
3876,1832,2024-05-20,Completed,UPI,Store Pickup,NONE,305,Anjali Yadav,Male,35-44,Gold,19,Nagpur Civil Lines,Nagpur,Maharashtra,Central,21.1458,79.0882,56,VivaBeauty Face Wash 2,VivaBeauty,Beauty,Skincare,1,572.46,0,572.46,405.65,166.81,False,
3877,1833,2025-12-10,Completed,Wallet,Express,FESTIVE10,438,Anjali Das,Female,35-44,Gold,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,77,FitMax Water Bottle 5,FitMax,Sports,Outdoor,4,3268.35,0.1,11766.06,10599.8,1166.26,False,
3878,1833,2025-12-10,Completed,Wallet,Express,FESTIVE10,438,Anjali Das,Female,35-44,Gold,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,5,Orbit Budget Phone 5,Orbit,Technology,Phones,2,757.39,0.35,984.61,1130.82,-146.21,False,
3879,1834,2024-04-20,Completed,Cash on Delivery,Express,FESTIVE10,669,Diya Malhotra,Male,25-34,Silver,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,30,UrbanNest Office Chair 6,UrbanNest,Home,Furniture,1,1196.3,0.15000000000000002,1016.85,965.68,51.17,False,
3880,1834,2024-04-20,Completed,Cash on Delivery,Express,FESTIVE10,669,Diya Malhotra,Male,25-34,Silver,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,20,Decora Electric Kettle 2,Decora,Home,Kitchen,2,3931.09,0.05,7469.07,4365.28,3103.79,False,
3881,1834,2024-04-20,Completed,Cash on Delivery,Express,FESTIVE10,669,Diya Malhotra,Male,25-34,Silver,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,31,CasaCraft Planter 1,CasaCraft,Home,Decor,1,478.5,0.1,430.65,385.92,44.73,False,
3882,1834,2024-04-20,Completed,Cash on Delivery,Express,FESTIVE10,669,Diya Malhotra,Male,25-34,Silver,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,79,NatureBox Breakfast Cereal 1,NatureBox,Grocery,Packaged Food,2,552.82,0.2,884.51,744.2,140.31,True,2024-04-21
3883,1835,2025-07-13,Completed,Net Banking,Store Pickup,CLEARANCE15,318,Myra Agarwal,Female,25-34,Platinum,1,Delhi Connaught Place,Delhi,Delhi,North,28.6315,77.2167,6,ApexDigital Budget Phone 6,ApexDigital,Technology,Phones,2,4695.18,0.2,7512.29,5265.38,2246.91,False,
3884,1836,2025-06-02,Completed,Credit Card,Express,LOYALTY20,323,Sara Malhotra,Male,35-44,Silver,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,46,NorthThread Jeans 4,NorthThread,Fashion,Womenswear,1,4083.68,0.3,2858.58,1937.23,921.35,False,
3885,1836,2025-06-02,Completed,Credit Card,Express,LOYALTY20,323,Sara Malhotra,Male,35-44,Silver,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,68,FitMax Protein Shaker 2,FitMax,Sports,Fitness,4,4624.97,0.05,17574.89,11257.84,6317.05,False,
3886,1837,2025-09-15,Completed,Credit Card,Express,FESTIVE10,472,Avni Patel,Male,35-44,Standard,17,Indore Vijay Nagar,Indore,Madhya Pradesh,Central,22.7533,75.8937,7,NovaTech Ultrabook 1,NovaTech,Technology,Laptops,1,13397.59,0.1,12057.83,6616.68,5441.15,False,
3887,1837,2025-09-15,Completed,Credit Card,Express,FESTIVE10,472,Avni Patel,Male,35-44,Standard,17,Indore Vijay Nagar,Indore,Madhya Pradesh,Central,22.7533,75.8937,18,ApexDigital Smart Watch 6,ApexDigital,Technology,Accessories,1,1451.71,0.15000000000000002,1233.95,838.64,395.31,False,
3888,1838,2025-12-03,Completed,UPI,Express,FESTIVE10,541,Nisha Khan,Male,25-34,Platinum,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,74,ActivePro Water Bottle 2,ActivePro,Sports,Outdoor,1,3430.78,0.1,3087.7,1941.45,1146.25,False,
3889,1838,2025-12-03,Completed,UPI,Express,FESTIVE10,541,Nisha Khan,Male,25-34,Platinum,20,Raipur Magneto Mall,Raipur,Chhattisgarh,Central,21.2514,81.6296,68,FitMax Protein Shaker 2,FitMax,Sports,Fitness,1,5118.33,0.1,4606.5,2814.46,1792.04,False,
3890,1839,2025-11-19,Completed,UPI,Express,NONE,379,Vihaan Das,Male,45-54,Standard,9,Kolkata Park Street,Kolkata,West Bengal,East,22.5531,88.3525,10,Orbit Gaming Laptop 4,Orbit,Technology,Laptops,1,998.9,0.05,948.95,493.25,455.7,False,
3891,1839,2025-11-19,Completed,UPI,Express,NONE,379,Vihaan Das,Male,45-54,Standard,9,Kolkata Park Street,Kolkata,West Bengal,East,22.5531,88.3525,79,NatureBox Breakfast Cereal 1,NatureBox,Grocery,Packaged Food,2,591.16,0.15,1004.97,744.2,260.77,False,
3892,1840,2025-07-26,Completed,Debit Card,Store Pickup,FESTIVE10,544,Diya Patel,Male,25-34,Platinum,9,Kolkata Park Street,Kolkata,West Bengal,East,22.5531,88.3525,68,FitMax Protein Shaker 2,FitMax,Sports,Fitness,4,5077.99,0.1,18280.76,11257.84,7022.92,False,
3893,1841,2025-06-30,Completed,Debit Card,Store Pickup,NONE,279,Anjali Reddy,Female,45-54,Standard,16,Surat VR Mall,Surat,Gujarat,West,21.1702,72.8311,89,TastyCo Juice 5,TastyCo,Grocery,Beverages,1,369.95,0.1,332.95,293.03,39.92,False,
3894,1842,2025-11-17,Cancelled,Net Banking,Store Pickup,FESTIVE10,103,Vihaan Reddy,Female,25-34,Silver,9,Kolkata Park Street,Kolkata,West Bengal,East,22.5531,88.3525,54,ModeX Running Shoes 6,ModeX,Fashion,Footwear,1,2868.37,0.30000000000000004,2007.86,2214.9,-207.04,False,
3895,1842,2025-11-17,Cancelled,Net Banking,Store Pickup,FESTIVE10,103,Vihaan Reddy,Female,25-34,Silver,9,Kolkata Park Street,Kolkata,West Bengal,East,22.5531,88.3525,82,SipWell Breakfast Cereal 4,SipWell,Grocery,Packaged Food,1,566.29,0.15000000000000002,481.35,337.68,143.67,False,
3896,1843,2025-10-19,Completed,Credit Card,Express,FESTIVE10,537,Ravi Malhotra,Female,55+,Silver,17,Indore Vijay Nagar,Indore,Madhya Pradesh,Central,22.7533,75.8937,54,ModeX Running Shoes 6,ModeX,Fashion,Footwear,2,3102.65,0.15,5274.51,4429.8,844.71,False,
3897,1844,2025-10-13,Completed,Net Banking,Standard,FESTIVE10,499,Ishaan Mehta,Female,25-34,Gold,7,Hyderabad Banjara Hills,Hyderabad,Telangana,South,17.4126,78.4483,37,Aurelia Polo Shirt 1,Aurelia,Fashion,Menswear,2,373.66,0.25,560.49,588.84,-28.35,False,
3898,1844,2025-10-13,Completed,Net Banking,Standard,FESTIVE10,499,Ishaan Mehta,Female,25-34,Gold,7,Hyderabad Banjara Hills,Hyderabad,Telangana,South,17.4126,78.4483,62,GlowUp Foundation 2,GlowUp,Beauty,Makeup,1,407.06,0.30000000000000004,284.94,225.63,59.31,False,
3899,1844,2025-10-13,Completed,Net Banking,Standard,FESTIVE10,499,Ishaan Mehta,Female,25-34,Gold,7,Hyderabad Banjara Hills,Hyderabad,Telangana,South,17.4126,78.4483,64,VivaBeauty Kajal 4,VivaBeauty,Beauty,Makeup,4,1329.76,0.05,5053.09,2655.56,2397.53,False,
3900,1845,2024-05-18,Completed,UPI,Express,NONE,490,Ira Agarwal,Male,18-24,Standard,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,52,NorthThread Flip Flops 4,NorthThread,Fashion,Footwear,1,1458.63,0,1458.63,945.65,512.98,False,
3901,1845,2024-05-18,Completed,UPI,Express,NONE,490,Ira Agarwal,Male,18-24,Standard,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,38,ModeX Denim Jeans 2,ModeX,Fashion,Menswear,1,992.74,0,992.74,680.01,312.73,False,
3902,1846,2024-11-20,Completed,Credit Card,Express,NONE,498,Diya Joshi,Prefer not to say,35-44,Platinum,19,Nagpur Civil Lines,Nagpur,Maharashtra,Central,21.1458,79.0882,85,SipWell Juice 1,SipWell,Grocery,Beverages,2,193.16,0.05,367.0,263.42,103.58,False,
3903,1846,2024-11-20,Completed,Credit Card,Express,NONE,498,Diya Joshi,Prefer not to say,35-44,Platinum,19,Nagpur Civil Lines,Nagpur,Maharashtra,Central,21.1458,79.0882,59,HerbalRay Sunscreen 5,HerbalRay,Beauty,Skincare,1,1755.08,0.05,1667.33,1368.54,298.79,False,
3904,1846,2024-11-20,Completed,Credit Card,Express,NONE,498,Diya Joshi,Prefer not to say,35-44,Platinum,19,Nagpur Civil Lines,Nagpur,Maharashtra,Central,21.1458,79.0882,18,ApexDigital Smart Watch 6,ApexDigital,Technology,Accessories,4,1457.05,0.15,4953.97,3354.56,1599.41,False,
3905,1846,2024-11-20,Completed,Credit Card,Express,NONE,498,Diya Joshi,Prefer not to say,35-44,Platinum,19,Nagpur Civil Lines,Nagpur,Maharashtra,Central,21.1458,79.0882,4,Orbit 5G Phone 4,Orbit,Technology,Phones,1,34039.86,0.1,30635.87,21204.35,9431.52,False,
3906,1847,2025-11-18,Completed,Credit Card,Store Pickup,NONE,239,Ira Yadav,Female,25-34,Gold,19,Nagpur Civil Lines,Nagpur,Maharashtra,Central,21.1458,79.0882,26,Homely Dining Chair 2,Homely,Home,Furniture,2,819.57,0.15,1393.27,1010.42,382.85,False,
3907,1848,2025-03-07,Completed,Net Banking,Standard,NONE,434,Amit Malhotra,Female,35-44,Platinum,19,Nagpur Civil Lines,Nagpur,Maharashtra,Central,21.1458,79.0882,47,Aurelia Dress 5,Aurelia,Fashion,Womenswear,1,1388.4,0.05,1318.98,937.91,381.07,False,
3908,1849,2025-10-29,Completed,Cash on Delivery,Standard,FESTIVE10,320,Avni Gupta,Male,45-54,Silver,17,Indore Vijay Nagar,Indore,Madhya Pradesh,Central,22.7533,75.8937,62,GlowUp Foundation 2,GlowUp,Beauty,Makeup,1,402.02,0.1,361.82,225.63,136.19,False,
3909,1849,2025-10-29,Completed,Cash on Delivery,Standard,FESTIVE10,320,Avni Gupta,Male,45-54,Silver,17,Indore Vijay Nagar,Indore,Madhya Pradesh,Central,22.7533,75.8937,20,Decora Electric Kettle 2,Decora,Home,Kitchen,2,3696.54,0.25,5544.81,4365.28,1179.53,False,
3910,1850,2025-09-11,Completed,UPI,Standard,FESTIVE10,445,Myra Joshi,Female,18-24,Standard,17,Indore Vijay Nagar,Indore,Madhya Pradesh,Central,22.7533,75.8937,14,Orbit Power Bank 2,Orbit,Technology,Accessories,1,1548.67,0.1,1393.8,927.4,466.4,False,
3911,1851,2024-02-25,Completed,Debit Card,Express,CLEARANCE15,738,Myra Das,Male,25-34,Standard,10,Bhubaneswar Esplanade,Bhubaneswar,Odisha,East,20.2961,85.8245,63,VivaBeauty Kajal 3,VivaBeauty,Beauty,Makeup,2,827.54,0.2,1324.06,1393.74,-69.68,False,
3912,1852,2024-05-13,Completed,Cash on Delivery,Store Pickup,FESTIVE10,663,Aarav Yadav,Male,18-24,Standard,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,59,HerbalRay Sunscreen 5,HerbalRay,Beauty,Skincare,2,1861.95,0.2,2979.12,2737.08,242.04,False,
3913,1852,2024-05-13,Completed,Cash on Delivery,Store Pickup,FESTIVE10,663,Aarav Yadav,Male,18-24,Standard,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,21,Decora Electric Kettle 3,Decora,Home,Kitchen,1,513.03,0.35,333.47,352.66,-19.19,False,
3914,1852,2024-05-13,Completed,Cash on Delivery,Store Pickup,FESTIVE10,663,Aarav Yadav,Male,18-24,Standard,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,73,FitMax Tent 1,FitMax,Sports,Outdoor,2,884.5,0.1,1592.1,1347.96,244.14,False,
3915,1852,2024-05-13,Completed,Cash on Delivery,Store Pickup,FESTIVE10,663,Aarav Yadav,Male,18-24,Standard,18,Bhopal DB Mall,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,86,NatureBox Sparkling Water 2,NatureBox,Grocery,Beverages,1,92.19,0.2,73.75,55.09,18.66,False,
3916,1853,2024-01-01,Completed,UPI,Express,NONE,686,Avni Singh,Female,35-44,Silver,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,19,Decora Dinner Set 1,Decora,Home,Kitchen,4,2376.22,0.25,7128.66,7038.24,90.42,False,
3917,1854,2025-10-23,Completed,Debit Card,Standard,FESTIVE10,318,Myra Agarwal,Female,25-34,Platinum,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,87,FreshKart Sparkling Water 3,FreshKart,Grocery,Beverages,2,571.53,0.1,1028.75,768.56,260.19,False,
3918,1854,2025-10-23,Completed,Debit Card,Standard,FESTIVE10,318,Myra Agarwal,Female,25-34,Platinum,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,63,VivaBeauty Kajal 3,VivaBeauty,Beauty,Makeup,1,867.43,0.1,780.69,696.87,83.82,True,2025-11-09
3919,1854,2025-10-23,Completed,Debit Card,Standard,FESTIVE10,318,Myra Agarwal,Female,25-34,Platinum,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,74,ActivePro Water Bottle 2,ActivePro,Sports,Outdoor,2,3470.8,0.2,5553.28,3882.9,1670.38,False,
3920,1854,2025-10-23,Completed,Debit Card,Standard,FESTIVE10,318,Myra Agarwal,Female,25-34,Platinum,4,Lucknow Hazratganj,Lucknow,Uttar Pradesh,North,26.8467,80.9462,72,ActivePro Skipping Rope 6,ActivePro,Sports,Fitness,1,2516.08,0.1,2264.47,1310.55,953.92,False,
3921,1855,2024-11-26,Completed,Cash on Delivery,Store Pickup,WELCOME5,690,Krishna Mehta,Male,45-54,Silver,1,Delhi Connaught Place,Delhi,Delhi,North,28.6315,77.2167,22,UrbanNest Air Fryer 4,UrbanNest,Home,Kitchen,2,7229.76,0.15000000000000002,12290.59,9223.6,3066.99,False,
3922,1855,2024-11-26,Completed,Cash on Delivery,Store Pickup,WELCOME5,690,Krishna Mehta,Male,45-54,Silver,1,Delhi Connaught Place,Delhi,Delhi,North,28.6315,77.2167,30,UrbanNest Office Chair 6,UrbanNest,Home,Furniture,1,1272.24,0.1,1145.02,965.68,179.34,False,
3923,1855,2024-11-26,Completed,Cash on Delivery,Store Pickup,WELCOME5,690,Krishna Mehta,Male,45-54,Silver,1,Delhi Connaught Place,Delhi,Delhi,North,28.6315,77.2167,36,Decora Cushion Set 6,Decora,Home,Decor,1,286.17,0.1,257.55,149.89,107.66,False,
3924,1856,2025-03-14,Completed,Wallet,Store Pickup,CLEARANCE15,696,Amit Sharma,Male,35-44,Gold,14,Pune Koregaon Park,Pune,Maharashtra,West,18.5362,73.8937,7,NovaTech Ultrabook 1,NovaTech,Technology,Laptops,1,12161.05,0.25,9120.79,6616.68,2504.11,False,
3925,1856,2025-03-14,Completed,Wallet,Store Pickup,CLEARANCE15,696,Amit Sharma,Male,35-44,Gold,14,Pune Koregaon Park,Pune,Maharashtra,West,18.5362,73.8937,82,SipWell Breakfast Cereal 4,SipWell,Grocery,Packaged Food,1,585.64,0.1,527.08,337.68,189.4,False,
3926,1856,2025-03-14,Completed,Wallet,Store Pickup,CLEARANCE15,696,Amit Sharma,Male,35-44,Gold,14,Pune Koregaon Park,Pune,Maharashtra,West,18.5362,73.8937,66,LuxeLook Kajal 6,LuxeLook,Beauty,Makeup,1,828.18,0.15000000000000002,703.95,488.33,215.62,False,
3927,1857,2025-11-05,Completed,Cash on Delivery,Store Pickup,NONE,462,Priya Bose,Male,45-54,Gold,11,Guwahati GS Road,Guwahati,Assam,East,26.1445,91.7362,38,ModeX Denim Jeans 2,ModeX,Fashion,Menswear,1,987.4,0.05,938.03,680.01,258.02,False,
3928,1857,2025-11-05,Completed,Cash on Delivery,Store Pickup,NONE,462,Priya Bose,Male,45-54,Gold,11,Guwahati GS Road,Guwahati,Assam,East,26.1445,91.7362,9,ApexDigital Ultrabook 3,ApexDigital,Technology,Laptops,1,32730.98,0.1,29457.88,19877.8,9580.08,False,
3929,1858,2025-09-10,Completed,Credit Card,Express,WELCOME5,365,Ira Mehta,Male,55+,Platinum,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,10,Orbit Gaming Laptop 4,Orbit,Technology,Laptops,1,987.16,0.15000000000000002,839.09,493.25,345.84,False,
3930,1858,2025-09-10,Completed,Credit Card,Express,WELCOME5,365,Ira Mehta,Male,55+,Platinum,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,47,Aurelia Dress 5,Aurelia,Fashion,Womenswear,2,1501.14,0.25,2251.71,1875.82,375.89,False,
3931,1859,2024-12-24,Returned,Credit Card,Express,FESTIVE10,360,Sai Das,Male,35-44,Standard,8,Kochi Lulu Mall,Kochi,Kerala,South,10.0261,76.3125,34,Homely Planter 4,Homely,Home,Decor,1,15334.95,0.15000000000000002,13034.71,9231.07,3803.64,True,2025-01-07
3932,1860,2024-09-02,Completed,Debit Card,Standard,FESTIVE10,222,Nisha Bose,Male,35-44,Gold,13,Mumbai Bandra,Mumbai,Maharashtra,West,19.0596,72.8295,58,LuxeLook Serum 4,LuxeLook,Beauty,Skincare,1,247.59,0.2,198.07,169.7,28.37,False,
3933,1861,2025-12-08,Completed,Cash on Delivery,Standard,NONE,484,Karan Das,Female,35-44,Platinum,1,Delhi Connaught Place,Delhi,Delhi,North,28.6315,77.2167,13,ByteWave USB-C Hub 1,ByteWave,Technology,Accessories,2,930.43,0.05,1767.82,1324.16,443.66,False,
3934,1862,2024-11-23,Completed,Cash on Delivery,Store Pickup,WELCOME5,676,Kiara Reddy,Female,35-44,Silver,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,60,HerbalRay Face Mask 6,HerbalRay,Beauty,Skincare,1,830.13,0.15,705.61,700.17,5.44,False,
3935,1862,2024-11-23,Completed,Cash on Delivery,Store Pickup,WELCOME5,676,Kiara Reddy,Female,35-44,Silver,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,4,Orbit 5G Phone 4,Orbit,Technology,Phones,1,33111.77,0.1,29800.59,21204.35,8596.24,False,
3936,1863,2024-09-18,Completed,Credit Card,Standard,CLEARANCE15,455,Sahil Gupta,Male,35-44,Silver,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,58,LuxeLook Serum 4,LuxeLook,Beauty,Skincare,1,230.65,0.30000000000000004,161.45,169.7,-8.25,False,
3937,1863,2024-09-18,Completed,Credit Card,Standard,CLEARANCE15,455,Sahil Gupta,Male,35-44,Silver,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,63,VivaBeauty Kajal 3,VivaBeauty,Beauty,Makeup,1,926.83,0.1,834.15,696.87,137.28,False,
3938,1864,2024-12-02,Completed,Credit Card,Store Pickup,LOYALTY20,511,Myra Das,Male,35-44,Gold,14,Pune Koregaon Park,Pune,Maharashtra,West,18.5362,73.8937,56,VivaBeauty Face Wash 2,VivaBeauty,Beauty,Skincare,2,572.68,0.05,1088.09,811.3,276.79,False,
3939,1864,2024-12-02,Completed,Credit Card,Store Pickup,LOYALTY20,511,Myra Das,Male,35-44,Gold,14,Pune Koregaon Park,Pune,Maharashtra,West,18.5362,73.8937,36,Decora Cushion Set 6,Decora,Home,Decor,1,300.85,0.35,195.55,149.89,45.66,False,
3940,1865,2024-06-18,Completed,Cash on Delivery,Standard,NONE,583,Anjali Chopra,Male,35-44,Silver,9,Kolkata Park Street,Kolkata,West Bengal,East,22.5531,88.3525,46,NorthThread Jeans 4,NorthThread,Fashion,Womenswear,1,3758.71,0.05,3570.77,1937.23,1633.54,False,
3941,1866,2025-07-10,Completed,UPI,Express,LOYALTY20,291,Pooja Malhotra,Male,25-34,Gold,2,Gurugram Cyber Hub,Gurugram,Haryana,North,28.495,77.0888,29,CasaCraft Office Chair 5,CasaCraft,Home,Furniture,1,4050.54,0.1,3645.49,2973.72,671.77,False,
